BLADE_TYPE,COMMENTS,FACING_CD,FLD_SRC_TXT,INSTDATE,MATERIAL,PL_TY,REUSE,SGN_COUNT_NO,SGN_STA_CD,SIGN_TXT,STA_CD,SIZE_CD,SUPPORTTYPE,UNITID,TE_SIGNLOCATION_UNITID,POINT,Ward Boundaries,City Quadrants,Calgary Communities,Ward Boundaries 2013-2017
Regulatory,,N,,2/26/2020,High Intensity,SG_40-05,,2,A,,A,60X105,Signpole,1109787878,1109787876,POINT (-114.094742379462 51.084648263187),7,2,214,4
Regulatory,,E,,5/28/2019,High Intensity,SG_40-05,,1,A,,A,,Signpole,1109181671,1109055886,POINT (-114.112748026685 51.066992598261),7,2,152,7
Regulatory,,N,Field Estimate,1/17/2019,High Intensity,SG_40-99,,2,A,,A,60X35,Signpole,1110195214,1110195213,POINT (-114.055695302397 51.046384272547),7,3,262,7
Timed Parking,,SE,GPS,8/22/2018,High Intensity,SG_40-06,,2,A,9HR 0900-1800 M-SAT AR,A,SPECIAL,Signpole,1110155955,1109076935,POINT (-114.139278542406 51.03904078088),14,1,281,2
Stop,,S,,7/1/2005,,SG_40-06,,3,A,,A,60X60,Signpole,1109216925,1109042584,POINT (-114.069976617838 51.003965506379),10,1,124,11
Parking Restrictions,,NE,Field Estimate,1/17/2019,High Intensity,,,1,A,,A,30X30,Streetlightstandard,1110195187,1110195186,POINT (-114.055681203095 51.046720287545),7,3,262,7
Timed Parking,,SE,Field Estimate,8/22/2018,High Intensity,,,1,A,9HR 0900-1800 M-SAT DA,A,SPECIAL,Streetlightstandard,1110155957,1110155956,POINT (-114.138749639406 51.039047639871),14,1,281,2
Timed Parking,,SW,Field Estimate,8/22/2018,High Intensity,SG_40-06,,1,A,9HR 0900-1800 M-SAT DA,A,SPECIAL,Signpole,1110155961,1110155960,POINT (-114.13820752083 51.038556902595),14,1,281,2
Timed Parking,,SW,Field Estimate,1/17/2019,High Intensity,,,4,A,"1HP, 0900 - 1500 MON - FRI, 0900 - 1800 SAT, AL, PAY REQD",A,SPECIAL,Streetlightstandard,1110207017,1110195135,POINT (-114.055525948014 51.045675259252),7,3,65,7
Parking Restrictions,,SW,Field Estimate,1/17/2019,High Intensity,,,4,A,,A,30X30,Streetlightstandard,1110195140,1110195135,POINT (-114.055525948014 51.045675259252),7,3,65,7
Regulatory,,S,GPS,5/28/2019,High Intensity,SG_40-45,,1,A,,A,60X75,Signpole,1109781286,1109780224,POINT (-114.001678224254 51.139848923481),11,4,86,1
Parking Restrictions,,SE,Field Estimate,6/25/2008,,SG_40-05,,0,R,NS PM PEAK,R,30X60,Signpole,1109283473,1109283470,POINT (-114.089906791365 51.037901760432),14,1,260,2
Park Plus,,SE,Field Estimate,6/25/2008,,SG_40-05,,0,R,"14"" ZONE 4385 DA (BLUE)",R,SPECIAL,Signpole,1109283444,1109283441,POINT (-114.090703739123 51.03789654909),14,1,260,2
Regulatory,COMPLETED,N,GPS,2/27/2020,High Intensity,SG_40-05,,1,A,RBL ADL,A,SPECIAL,Signpole,1110004993,1109059714,POINT (-114.109336358925 51.022993073167),8,1,200,2
Parking Restrictions,,SE,Field Estimate,6/25/2008,,SG_40-05,,0,R,"2HR 0900-1530 M-F, 0900-1800 SAT, PAY REQD, DA",R,SPECIAL,Signpole,1109283442,1109283441,POINT (-114.090703739123 51.03789654909),14,1,260,2
Parking Restrictions,,SE,Field Estimate,6/25/2008,,SG_40-05,,0,R,NS PM PEAK AL,R,30X60,Signpole,1109283457,1109283447,POINT (-114.090358715958 51.037896816348),14,1,260,2
Parking Restrictions,,SE,Field Estimate,6/25/2008,,SG_40-05,,0,R,"NP 0130-0700, T&TH DA",R,30X60,Signpole,1109283477,1109283441,POINT (-114.090703739123 51.03789654909),14,1,260,2
Parking Restrictions,,SE,Field Estimate,6/25/2008,,SG_40-05,,0,R,"2HR 0900-1530 M-F, 0900-1800 SAT, PAY REQD, AL",R,SPECIAL,Signpole,1109283456,1109283447,POINT (-114.090358715958 51.037896816348),14,1,260,2
Parking Restrictions,,SE,Field Estimate,4/15/2011,,SG_40-05,,0,R,NSAT + TOW AWAY AL,R,30X45,Signpole,1109283440,1109283433,POINT (-114.091136245988 51.037902340936),14,1,260,2
Parking Restrictions,,SE,Field Estimate,6/25/2008,,SG_40-05,,0,R,NPAT + TOW AWAY AR,R,30X45,Signpole,1109283460,1109283447,POINT (-114.090358715958 51.037896816348),14,1,260,2
Parking Restrictions,,SE,Field Estimate,6/25/2008,,SG_40-05,,0,R,NPAT + TOW AWAY AL,R,30X45,Signpole,1109283466,1109283464,POINT (-114.090174055409 51.03789695897),14,1,260,2
Park Plus,,SE,Field Estimate,6/25/2008,,SG_40-05,,0,R,"14"" ZONE 4385 AL (BLUE)",R,SPECIAL,Signpole,1109283472,1109283470,POINT (-114.089906791365 51.037901760432),14,1,260,2
Timed Parking,,SE,Field Estimate,4/15/2011,,SG_40-05,,0,R,"2HR 0900-1530 M-F, 0900-1800 SAT, PAY REQD, AR",R,SPECIAL,Signpole,1109283435,1109283433,POINT (-114.091136245988 51.037902340936),14,1,260,2
Timed Parking,,SE,Field Estimate,6/25/2008,,SG_40-05,,0,R,"2HR 0900-1530 M-F, 0900-1800 SAT, PAY REQD, AR",R,SPECIAL,Signpole,1109283465,1109283464,POINT (-114.090174055409 51.03789695897),14,1,260,2
Park Plus,,SE,Field Estimate,11/6/2008,High Intensity,SG_40-05,,0,R,"14"" ZONE 4385 AL (BLUE)",R,SPECIAL,Signpole,1109283463,1109283447,POINT (-114.090358715958 51.037896816348),14,1,260,2
Parking Restrictions,,,Field Estimate,4/15/2011,,SG_40-05,,0,R,NS PM PEAK AR,R,30X60,Signpole,1109283439,1109283433,POINT (-114.091136245988 51.037902340936),14,1,260,2
Timed Parking,,SE,Field Estimate,6/25/2008,,SG_40-05,,0,R,"2HR 0900-1530 M-F, 0900-1800 SAT, PAY REQD, AL",R,SPECIAL,Signpole,1109283471,1109283470,POINT (-114.089906791365 51.037901760432),14,1,260,2
Parking Restrictions,,SE,Field Estimate,6/25/2008,,SG_40-05,,0,R,NS PM PEAK DA,R,30X60,Signpole,1109283443,1109283441,POINT (-114.090703739123 51.03789654909),14,1,260,2
Park Plus,,SE,Field Estimate,4/15/2011,,SG_40-05,,0,R,"14"" ZONE 4385 AR (BLUE)",R,SPECIAL,Signpole,1109283438,1109283433,POINT (-114.091136245988 51.037902340936),14,1,260,2
Park Plus,,SE,Field Estimate,6/25/2008,,SG_40-05,,0,R,"14"" ZONE 4385 AR (BLUE)",R,SPECIAL,Signpole,1109283467,1109283464,POINT (-114.090174055409 51.03789695897),14,1,260,2
Street Name,,S,,7/24/2013,High Intensity,,,1,A,,A,53XL,,1109195256,1109026988,POINT (-114.03324801197 51.094911487051),9,4,81,3
Regulatory,,N,GPS,4/29/2015,High Intensity,SG_40-05,,1,A,,A,60X60,Signpole,1109953259,1109953229,POINT (-114.119272536292 51.052557245163),7,2,280,7
Timed Parking,,S,,3/10/2020,High Intensity,SG_40-06,,1,A,"2HP, 0700-1700, MON-SAT, DA",A,30X45,Signpole,1109141022,1109012379,POINT (-114.072830579589 51.057859613645),7,2,62,7
Warning,,S,GPS,10/15/2019,High Intensity,SG_40-08,,1,A,,A,45X90,Signpole,1110025035,1110025001,POINT (-114.033227483254 51.09589387789),9,4,81,3
Stop,,E,,7/18/2015,Diamond Grade,SG_40-06,,0,R,,R,60X60,Signpole,1109154749,1109046535,POINT (-114.192359986816 51.01624675997),1,1,278,14
Stop,,S,,7/1/2007,,SG_40-05,,0,R,,R,40X25,Signpole,1109154652,1109046829,POINT (-114.191681077723 51.017406627627),1,1,289,14
Warning,,E,,7/1/2005,,SG_40-06,,0,R,,R,75X75,Signpole,1109102612,1109046643,POINT (-114.193063264936 51.016595997786),1,1,289,14
Stop,,S,,7/1/2002,Diamond Grade,SG_40-06,,0,R,,R,40X25,Signpole,1109170288,1109027480,POINT (-114.191252733483 51.017166259373),1,1,278,14
Regulatory,,E,GPS,2/12/2016,High Intensity,SG_40-06,,0,R,BIKE LANE BEGINS (ADL),R,SPECIAL,Signpole,1109977249,1109977248,POINT (-114.193748199882 51.016629257273),1,1,289,14
Street Name,,E/W,,11/21/2017,High Intensity,SG_40-05,,0,R,69 ST SW,R,15XL,Signpole,1110135103,1109074920,POINT (-114.193926990307 51.015942861894),1,1,289,14
Guide / Information,,N,GPS,7/21/2010,High Intensity,SG_40-06,,0,R,NEW APOSTOLIC CHURCH (AL),R,SPECIAL,Signpole,1109609004,1109609002,POINT (-114.015964953201 50.974578611512),10,3,19,8
Regulatory,,NW,GPS,7/1/2001,High Intensity,SG_40-05,,0,R,,R,60X60,Signpole,1109226508,1109046820,POINT (-114.193485360226 51.01651052056),1,1,289,14
Speed,,W,GPS,7/1/2005,,SG_40-06,,0,R,MAXIMUM 50,R,60X75,Signpole,1109225637,1109093828,POINT (-114.19539764729 51.016108275592),1,1,289,14
Stop,,S,,7/1/2005,Diamond Grade,SG_40-06,,0,R,,R,90X9,Signpole,1109199895,1109027480,POINT (-114.191252733483 51.017166259373),1,1,278,14
Speed,,W,,,,SG_40-06,,1,R,,R,60X75,Signpole,1109137041,1109049332,POINT (-114.194154779289 51.016091525337),1,1,289,14
Street Name,,E/W,,7/18/2015,High Intensity,SG_40-06,,0,R,,R,15XL,Signpole,1109105761,1109046535,POINT (-114.192359986816 51.01624675997),1,1,278,14
Stop,,NW,,11/21/2017,Diamond Grade,SG_40-05,,0,R,,R,75X7,Signpole,1109100850,1109074920,POINT (-114.193926990307 51.015942861894),1,1,289,14
Street Name,,N/S,,11/21/2017,High Intensity,SG_40-05,,0,R,LOWER SPRINGBANK RD,R,15XL,Signpole,1110135104,1109074920,POINT (-114.193926990307 51.015942861894),1,1,289,14
Street Name,,S,GPS,7/1/2007,High Intensity,SG_40-06,,0,R,,R,53XL,Signpole,1109145107,1109086563,POINT (-114.192175563458 51.016358612295),1,1,278,14
Street Name,,N/S,,7/1/2007,High Intensity,SG_40-06,,0,R,,R,15XL,Signpole,1109229720,1109046535,POINT (-114.192359986816 51.01624675997),1,1,278,14
Street Name,,N/S,,7/1/2005,High Intensity,,,0,R,,R,15XL,,1109199721,1109046833,POINT (-114.191194853141 51.017196219058),1,1,278,14
Regulatory,,SE,GPS,7/1/2004,High Intensity,SG_40-05,,0,R,,R,90X90,Signpole,1109223471,1109046820,POINT (-114.193485360226 51.01651052056),1,1,289,14
Stop,,S,,7/1/2007,,SG_40-05,,0,R,,R,75X7,Signpole,1109096050,1109046829,POINT (-114.191681077723 51.017406627627),1,1,289,14
Guide / Information,,S,GPS,7/21/2010,High Intensity,SG_40-06,,0,R,NEW APOSTOLIC CHURCH (AR),R,SPECIAL,Signpole,1109617710,1109617703,POINT (-114.015572397763 50.971650196773),10,3,19,8
Regulatory,,N,,10/28/2013,High Intensity,SG_40-05,,0,R,,R,60X75,Signpole,1109101562,1109046829,POINT (-114.191681077723 51.017406627627),1,1,289,14
Regulatory,,N,,7/1/2005,,,,0,R,,R,75X75,,1109108204,1109046646,POINT (-114.192677259562 51.016542099252),1,1,289,14
Regulatory,,W,GPS,2/12/2016,High Intensity,SG_40-05,,0,R,KEEP RIGHT EXCEPT BICYCLES,R,SPECIAL,Signpole,1109977246,1109977245,POINT (-114.193645289472 51.016548986342),1,1,289,14
Regulatory,,W,,7/1/2004,,SG_40-05,,0,R,,R,60X75,Signpole,1109102637,1109049329,POINT (-114.194052335669 51.016000390721),1,1,289,14
Bicycle / Pathway,,N,GPS,2/12/2016,High Intensity,SG_40-06,,2,A,BIKE ROUTE MARKER (AU),A,45X75,Signpole,1109977269,1109977267,POINT (-114.191883531728 51.017416108609),1,1,289,14
Regulatory,,W,GPS,2/12/2016,High Intensity,SG_40-05,,0,R,BIKE LANE ENDS (ADL),R,SPECIAL,Signpole,1109977247,1109977245,POINT (-114.193645289472 51.016548986342),1,1,289,14
Bicycle / Pathway,,W,GPS,2/12/2016,High Intensity,SG_40-06,,2,A,BIKE ROUTE MARKER (AL),A,45X75,Signpole,1109977266,1109977259,POINT (-114.193205288616 51.016454927246),1,1,289,14
Regulatory,,S,,7/1/2002,High Intensity,SG_40-06,,0,R,,R,60X75,Signpole,1109101641,1109030183,POINT (-114.192590247283 51.016381871179),1,1,289,14
Regulatory,,W,GPS,11/4/2009,High Intensity,SG_40-06,,0,R,PRIVATE ROAD / NO THROUGH TRAFFIC,R,SPECIAL,Signpole,1109546520,1109546518,POINT (-114.192458073939 51.016091437422),1,1,278,14
Bicycle / Pathway,,W,GPS,2/12/2016,High Intensity,SG_40-06,,2,A,CYCLISTS YIELD TO PEDESTRIANS,A,45X75,Signpole,1109977265,1109977259,POINT (-114.193205288616 51.016454927246),1,1,289,14
Stop,,NW,Field Estimate,5/8/2019,Diamond Grade,SG_40-06,,3,A,,A,60X60,Signpole,1110200790,1110200784,POINT (-114.002900451049 50.853524146483),6,3,99,13
Bicycle / Pathway,,N,GPS,2/12/2016,High Intensity,SG_40-06,,2,A,CYCLISTS YIELD TO PEDESTRIANS,A,45X75,Signpole,1109977268,1109977267,POINT (-114.191883531728 51.017416108609),1,1,289,14
Parking Restrictions,,NW,Field Estimate,7/1/2007,,SG_40-05,,0,R,,R,30X60,Signpole,1109163205,1109086978,POINT (-114.068240636414 51.048447471569),7,1,262,7
Parking Restrictions,,W,Field Estimate,7/1/2004,,,,0,R,,R,30X30,,1109163175,1109035534,POINT (-114.066186288083 51.048386218361),7,1,262,7
Warning,,SE,,3/19/2019,,SG_40-45,,1,A,,A,45X90,Signpole,1109638331,1109638328,POINT (-113.972819078781 51.111634488811),9,4,180,1
Parking Restrictions,,NW,Field Estimate,7/1/2007,,SG_40-05,,0,R,"NS 0700-0830, 1530-1800, M-F, DA + TOW AWAY",R,30X60,Signpole,1109235116,1109086978,POINT (-114.068240636414 51.048447471569),7,1,262,7
Timed Parking,,NW,Field Estimate,7/1/2007,High Intensity,SG_40-05,,0,R,"2HR 0900-1530 M-F, 0900-1800 SAT, PAY REQD, DA",R,SPECIAL,Signpole,1109235114,1109086978,POINT (-114.068240636414 51.048447471569),7,1,262,7
Timed Parking,,NW,Field Estimate,8/3/2016,High Intensity,SG_40-05,,0,R,"2HR 0900-1530 M-F, 0900-1800 SAT, PAY REQD, DA",R,,Signpole,1110024186,1109086978,POINT (-114.068240636414 51.048447471569),7,1,262,7
Yield,,W,Field Estimate,7/1/2004,,,,0,R,,R,30X45,,1109163284,1109035534,POINT (-114.066186288083 51.048386218361),7,1,262,7
Park Plus,,NW,Field Estimate,7/1/2007,,SG_40-05,,0,R,"14"" ZONE 1764 DA (BLUE)",R,SPECIAL,Signpole,1109235118,1109086978,POINT (-114.068240636414 51.048447471569),7,1,262,7
Park Plus,,SE,,4/12/2019,Engineer Grade,SG_40-05,,4,A,"14"" zone 5119  AR (Blue)",A,SPECIAL,Signpole,1109607173,1109027087,POINT (-114.044038792859 51.05331185866),10,4,137,11
Parking Restrictions,,SE,,4/12/2019,High Intensity,SG_40-05,,4,A,2HP 0900-1800 M-Sat Pay Reqd AR,A,SPECIAL,Signpole,1109607171,1109027087,POINT (-114.044038792859 51.05331185866),10,4,137,11
Warning,,W,GPS,3/19/2019,High Intensity,SG_40-06,,2,A,,A,SPECIAL,Signpole,1109383414,1109383413,POINT (-114.029007505061 51.059092300225),10,4,171,11
Park Plus,,SE,,4/12/2019,Engineer Grade,SG_40-05,,4,A,ACTIVATE A PARKPLUS SESSION FOR 2 HOURS FREE,A,SPECIAL,Signpole,1109710103,1109027087,POINT (-114.044038792859 51.05331185866),10,4,137,11
Parking Restrictions,,NW,Field Estimate,,,SG_40-05,,0,R,,R,,Signpole,1109162994,1109086978,POINT (-114.068240636414 51.048447471569),7,1,262,7
Parking Restrictions,,SE,,4/12/2019,High Intensity,SG_40-05,,4,A,,A,30X30,Signpole,1109607175,1109027087,POINT (-114.044038792859 51.05331185866),10,4,137,11
Street Name,,N,GPS,8/26/2015,High Intensity,SG_40-04,,1,A,106 AVE SE (DA),A,53XL,Signpole,1109966240,1109966239,POINT (-113.935175904063 50.964203133837),4,3,79,8
Parking Restrictions,,S,Field Estimate,4/11/2019,Diamond Grade,SG_40-05,,1,A,,A,30X45,Signpole,1109143505,1109037985,POINT (-114.071387640093 51.040971068989),14,1,260,5
Warning,,NW,GPS,3/7/2019,High Intensity,SG_40-06,,2,A,,A,45X90,Signpole,1109105070,1109028162,POINT (-114.080433362946 51.128668063359),2,2,273,4
Stop,,W,,7/1/2004,Diamond Grade,SG_40-08,,3,A,,A,60X60,Signpole,1109120920,1109029328,POINT (-113.935336637844 50.973412642763),10,3,104,8
Park Plus,,NW,Field Estimate,4/11/2019,Engineer Grade,SG_40-05,,3,A,ZONE 2072 BLUE AR,A,35X20,Signpole,1109797950,1109797949,POINT (-114.056972591385 51.04718324583),7,3,262,7
Street Name,,N/S,,7/1/2004,High Intensity,SG_40-08,,3,A,,A,15XL,Signpole,1109140164,1109029328,POINT (-113.935336637844 50.973412642763),10,3,104,8
Yield,,N,,3/14/2019,High Intensity,SG_40-06,,3,A,,A,60X6,Signpole,1109217736,1109069032,POINT (-114.078297527176 51.108372538556),2,2,192,4
,,,,,,SG_40-06,,0,R,,R,,Signpole,1110259492,1109031108,POINT (-114.123072927224 51.091328119443),7,2,50,4
Street Name,,E/W,,7/1/2004,High Intensity,SG_40-08,,3,A,,A,15XL,Signpole,1109137836,1109029328,POINT (-113.935336637844 50.973412642763),10,3,104,8
Pedestrian,,NW,GPS,7/1/2007,High Intensity,SG_40-06,,2,A,,R,60X90,Signpole,1109137468,1109028162,POINT (-114.080433362946 51.128668063359),2,2,273,4
Yield,,S,,4/11/2019,High Intensity,SG_40-05,,1,A,,A,60X6,Signpole,1109174018,1109012410,POINT (-114.117718289247 50.961559572457),8,1,66,5
Regulatory,,S,,5/29/2019,High Intensity,SG_40-45,,1,A,,A,45X60,Signpole,1110192235,1110192233,POINT (-113.935127961143 50.967601178472),4,3,79,8
Stop,,S,Field Estimate,5/6/2011,High Intensity,SG_40-05,,0,R,,R,75X75,Signpole,1109536486,1109536445,POINT (-114.159428519438 51.162463964436),3,2,292,10
Park Plus,,NW,Field Estimate,4/10/2019,Engineer Grade,SG_40-99,,3,A,"14"" ZONE 3902, AR (D GREY)",A,,Signpole,1109412092,1109087468,POINT (-114.072964790364 51.040670340216),14,1,260,2
Warning,,N,Field Estimate,5/6/2011,High Intensity,SG_40-99,,0,R,,R,45X90,Signpole,1109536499,1109536442,POINT (-114.159796945607 51.162723165601),3,2,292,10
Disabled Parking,,SW,Field Estimate,3/29/2018,High Intensity,SG_40-05,,0,R,6M HZ AR,R,30X45,Signpole,1110142941,1110142940,POINT (-113.971459968009 51.027866635659),10,3,196,11
Street Name,,E/W,Field Estimate,9/24/2018,High Intensity,SG_40-99,,0,R,SHERVIEW DR,R,15XL,Signpole,1110170371,1109536442,POINT (-114.159796945607 51.162723165601),3,2,292,10
Warning,,S,,5/8/2014,High Intensity,SG_40-05,,0,R,,R,45X90,Signpole,1109792122,1109792119,POINT (-114.159427828634 51.162449786147),3,2,292,10
Street Name,,E/W,Field Estimate,5/6/2011,High Intensity,SG_40-99,,0,R,SHERWOOD DR,R,15XL,Signpole,1109542196,1109536442,POINT (-114.159796945607 51.162723165601),3,2,292,10
Street Name,,N/S,Field Estimate,5/6/2011,High Intensity,SG_40-05,,0,R,SHERWOOD BLVD,R,15XL,Signpole,1109536487,1109536445,POINT (-114.159428519438 51.162463964436),3,2,292,10
Street Name,,E/W,Field Estimate,,High Intensity,SG_40-05,,0,R,SHERWOOD DR,R,15XL,Signpole,1109594652,1109536445,POINT (-114.159428519438 51.162463964436),3,2,292,10
Stop,,N,Field Estimate,5/6/2011,Diamond Grade,SG_40-99,,0,R,,R,75X75,Signpole,1109542194,1109536442,POINT (-114.159796945607 51.162723165601),3,2,292,10
Street Name,,N/S,,5/8/2014,High Intensity,SG_40-05,,0,R,SHERWOOD BLVD,R,15XL,Signpole,1109792120,1109792119,POINT (-114.159427828634 51.162449786147),3,2,292,10
Warning,,S,Field Estimate,5/6/2011,High Intensity,SG_40-05,,0,R,,R,45X90,Signpole,1109536485,1109536445,POINT (-114.159428519438 51.162463964436),3,2,292,10
Street Name,,E/W,,9/24/2018,High Intensity,SG_40-05,,0,R,SHERVIEW DR,R,15XL,Signpole,1110170368,1109792119,POINT (-114.159427828634 51.162449786147),3,2,292,10
Yield,,NW,,4/19/2019,Diamond Grade,SG_40-05,,1,A,,A,60X60,Signpole,1109784654,1109784653,POINT (-114.094996506299 51.08941626526),7,2,214,4
Stop,,S,,5/8/2014,Diamond Grade,SG_40-05,,0,R,,R,60X60,Signpole,1109792121,1109792119,POINT (-114.159427828634 51.162449786147),3,2,292,10
Street Name,,E/W,,5/8/2014,High Intensity,SG_40-05,,0,R,SHERWOOD DR,R,15XL,Signpole,1109792123,1109792119,POINT (-114.159427828634 51.162449786147),3,2,292,10
Street Name,,N/S,Field Estimate,5/6/2011,High Intensity,SG_40-99,,0,R,SHERWOOD BLVD,R,15XL,Signpole,1109542195,1109536442,POINT (-114.159796945607 51.162723165601),3,2,292,10
Stop,,SE,,6/11/2019,High Intensity,SG_40-06,,2,A,,A,40X25,Signpole,1109104569,1109017442,POINT (-114.117740324887 51.080564820288),7,2,125,4
Stop,,SE,,6/11/2019,Diamond Grade,SG_40-06,,2,A,,A,60X6,Signpole,1109155450,1109017442,POINT (-114.117740324887 51.080564820288),7,2,125,4
Yield,,NW,,10/7/2019,Diamond Grade,SG_40-06,,1,A,,A,60X6,Signpole,1109153447,1109044573,POINT (-114.118648268313 51.023612239848),8,1,181,2
Disabled Parking,,NW,GPS,12/6/2016,High Intensity,SG_40-06,,0,R,,R,30X45,Signpole,1110041254,1110041253,POINT (-113.978735184449 51.091100342344),9,4,145,3
Warning,,NW,,2/25/2020,High Intensity,SG_40-05,,2,A,,A,45X90,Signpole,1109156785,1109053505,POINT (-114.153493908247 51.10017628406),13,2,269,9
Regulatory,,NE,,2/25/2020,High Intensity,SG_40-05,,3,A,,A,60X75,Signpole,1109107107,1109024203,POINT (-114.012711095925 50.976166243624),10,3,19,8
Regulatory,,N,GPS,9/5/2012,High Intensity,SG_40-06,,1,A,,R,45X60,Signpole,1109709771,1109707743,POINT (-113.948485044255 50.882425162803),4,3,90,8
,,,,,,,,1,T,RA-8,T,SPECIAL,,1110276715,1110276713,POINT (-114.216874152843 51.058933012158),1,1,114,14
Regulatory,,E,Field Estimate,10/16/2018,High Intensity,SG_40-05,,2,A,,A,60X60,Signpole,1110173312,1110108578,POINT (-113.989756739786 50.97864907998),10,3,105,8
Timed Parking,,SE,Field Estimate,7/27/2018,High Intensity,SG_40-05,,4,A,"3 HR, 0900-1800, M-SAT, PAY REQD, AL",A,SPECIAL,Signpole,1110164415,1110164384,POINT (-114.073861298298 51.050682891564),7,1,295,7
Stop,,E,Field Estimate,2/6/2020,Diamond Grade,SG_40-05,,2,A,,A,60X60,Signpole,1110264628,1110264529,POINT (-114.117664195686 51.004996724361),8,1,122,5
Parking Restrictions,,NE,Field Estimate,7/2/2005,High Intensity,,,0,R,NO PARKING 08:00-09:00 15:00-16:00 SCHOOL DAYS (DA),R,VAR,,1109156312,1109069061,POINT (-113.970014447734 51.07786038774),9,4,34,3
Warning,,W,Field Estimate,1/28/2020,High Intensity,SG_40-09,,1,A,,A,45X90,Signpole,1110120109,1110120108,POINT (-114.085387100351 50.950264605498),5,1,283,6
Parking Restrictions,,NE,GPS,7/20/2012,,SG_40-06,,2,A,,A,30X30,Signpole,1109707742,1109707741,POINT (-113.948782261138 50.882945886509),4,3,90,8
Parking Restrictions,,SE,Field Estimate,7/27/2018,High Intensity,SG_40-05,,4,A,"NSAT, AR + TOW AWAY",A,30X30,Signpole,1110164414,1110164384,POINT (-114.073861298298 51.050682891564),7,1,295,7
Pedestrian,,W,Field Estimate,10/16/2018,High Intensity,SG_40-05,,2,A,,A,60X75,Signpole,1110189098,1110108578,POINT (-113.989756739786 50.97864907998),10,3,105,8
Speed,,S,Field Estimate,3/22/2018,High Intensity,,,1,A,MAX 50,A,60X75,Streetlightstandard,1110120131,1110120130,POINT (-114.084351834135 50.95134449582),8,1,7,5
Regulatory,,N,GPS,7/26/2011,High Intensity,,,1,A,DANGEROUS GOODS (Class 6 symbol) NOT ALLOWED ON GLENMORE CAUSEWAY,R,SPECIAL,Streetlightstandard,1109654562,1109654561,POINT (-114.118266203176 51.00553324982),8,1,42,2
Pedestrian,,E,Field Estimate,10/16/2018,High Intensity,SG_40-05,,2,A,,A,60X75,Signpole,1110189097,1110108575,POINT (-113.989751332299 50.978566876451),10,3,105,8
Speed,,N,GPS,2/6/2020,High Intensity,,,1,A,,A,75X90,Streetlightstandard,1110246158,1109076871,POINT (-114.118263093121 51.007519948465),8,1,42,2
Yield,,E,GPS,7/10/2019,Diamond Grade,SG_40-06,,3,A,,A,60X60,Signpole,1110233054,1109790028,POINT (-113.920297065326 50.917998320525),4,3,96,8
Warning,,N,GPS,7/1/2005,High Intensity,,,1,A,,R,75X75,Streetlightstandard,1109221847,1109076871,POINT (-114.118263093121 51.007519948465),8,1,42,2
Parking Restrictions,,SE,,7/2/1999,High Intensity,SG_40-06,,1,A,,A,30X30,Signpole,1109126325,1109069777,POINT (-114.011558047086 51.052508715049),12,4,167,3
Park Plus,,SE,Field Estimate,7/27/2018,High Intensity,SG_40-05,,4,A,"14"" ZONE 1179, AL (GREEN)",A,SPECIAL,Signpole,1110164416,1110164384,POINT (-114.073861298298 51.050682891564),7,1,295,7
Warning,,NE,GPS,3/10/2020,High Intensity,SG_40-06,,1,A,,A,90X90,Signpole,1110097027,1110097024,POINT (-114.187977889079 51.079016669621),13,2,149,9
Parking Restrictions,,SE,Field Estimate,2/25/2020,High Intensity,SG_40-06,,1,A,NPAT DA,A,30X30,Signpole,1110256024,1110256023,POINT (-114.040912702022 51.011284269791),10,3,75,11
Speed,,E,Field Estimate,10/16/2018,High Intensity,,,3,A,,A,90X105,Streetlightstandard,1110173329,1110173240,POINT (-113.987962874778 50.979571281229),10,3,105,8
Residential Parking,,SE,Field Estimate,2/10/2020,High Intensity,SG_40-06,,1,A,"NPAT EXCEPT PERMIT RCK, DA",A,30X45,Signpole,1110252145,1110252144,POINT (-114.150044972175 51.039750754459),14,1,281,2
Warning,,E,Field Estimate,3/22/2018,High Intensity,SG_40-06,,1,A,ADV PED-X,A,75X75,Signpole,1110120123,1110120122,POINT (-114.083008392462 50.950712291204),8,1,7,5
Timed Parking,,SE,,4/11/2016,High Intensity,SG_40-99,,2,A,,A,30X45,Signpole,1110001262,1109085241,POINT (-114.098195674291 51.070609526546),7,2,63,7
Regulatory,,W,Field Estimate,10/16/2018,High Intensity,SG_40-06,,1,A,,A,60X60,Signpole,1110173244,1110173242,POINT (-113.987964538274 50.979476915113),10,3,105,8
Regulatory,,NE,,10/16/2019,High Intensity,SG_40-05,,4,A,,A,45X60,Signpole,1109167167,1109012320,POINT (-114.079533343799 51.057187341747),7,2,62,7
Street Name,,E/W,GPS,8/13/2014,High Intensity,SG_40-06,,3,A,COPPERPOND PARADE,A,15XL,Signpole,1109790030,1109790028,POINT (-113.920297065326 50.917998320525),4,3,96,8
Speed,,N,Field Estimate,3/22/2018,High Intensity,,,1,A,50KM,A,60X75,Streetlightstandard,1110120119,1110120118,POINT (-114.084697296562 50.949587893676),5,1,283,6
,,,,,,,,1,T,RA-8,T,SPECIAL,,1110276718,1110276717,POINT (-114.216534101619 51.058933825068),1,1,114,14
Street Name,,N,GPS,12/13/2019,High Intensity,SG_40-06,,2,A,FRONT ST (DA),A,53XL,Signpole,1110255806,1109707741,POINT (-113.948782261138 50.882945886509),4,3,90,8
